충전소명,주소,ID,충전기 형태,충전기 용량
(RS)대구시_북구청,대구 북구 옥산로 65(침산동) 지상1층 주차장,02,AC완속(싱글),7
(RS)대구시_북구청,대구 북구 옥산로 65(침산동) 지상1층 주차장,01,3Mode,50
(RS)대구시_봉덕3동 행정복지센터,"대구 남구 중앙대로22길 100(봉덕동, 봉덕3동 주민센터) 봉덕3동 행정복지센터",01,3Mode,50
(RS)대구시_봉덕2동행정복지센터,"대구 남구 이천로10길 50(봉덕동, 봉덕2동주민센터) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_본리동 행정복지센터,"대구 달서구 당산로 37-14(본리동, 본리동행정복지센터, 본리종합사회복지관) 본리동행정복지센터",01,3Mode,50
(RS)대구시_본동행정복지센터,"대구 달서구 구마로26길 62(본동, 본동행정복지센터) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_복현장미공원,"대구 북구 경진로남1길 40(복현동, 장미공원) 실내주차장",01,3Mode,50
(RS)대구시_복현2동행정복지센터,"대구 북구 복현로8길 16-5(복현동, 복현2동 행정복지센터) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_범어1동,"대구 수성구 범어천로 97(범어동, 범어1동 행정복지센터) 지상1층 주차장",01,3Mode,100
(RS)대구시_범물1동,"대구 수성구 범안로 76(범물동, 범물1동 행정복지센터) 지상1층 주차장",01,3Mode,100
(RS)대구시_방촌동 행정복지센터,"대구 동구 동촌로48길 26(방촌동, 방촌동주민센터) 지상1층 주차장",01,3Mode,50
(RS)대구시_반야월공영주차장,"대구광역시 동구 신기동 174 (신기동, 공영주차장) 지상1층 주차장",01,3Mode,50
(RS)대구시_문양역공영주차장,"대구광역시 달성군 다사읍 문양리 470(문양리, 공영주차장) 지상1층 주차장",01,3Mode,50
(RS)대구시_무태조야동 행정복지센터,"대구 북구 호국로43길 20(서변동, 무태조야동 행정복지센터) 무태조야동 행정복지센터",01,3Mode,50
(RS)대구시_명성푸르지오,"대구 북구 침산로 153(침산동, 명성푸르지오) 지하2층 주차장",01,3Mode,50
(RS)대구시_명성푸르지오,"대구 북구 침산로 153(침산동, 명성푸르지오) 지하2층 주차장",03,AC완속(싱글),7
(RS)대구시_명성푸르지오,"대구 북구 침산로 153(침산동, 명성푸르지오) 지하2층 주차장",02,AC완속(싱글),7
(RS)대구시_매천역환승공영주차장,"대구광역시 북구 태전동 881-10(태전동, 매천역환승공영주차장) 지상1층 주차장",02,AC완속(싱글),7
(RS)대구시_매천역환승공영주차장,"대구광역시 북구 태전동 881-10(태전동, 매천역환승공영주차장) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_매천경로당,"대구 북구 매천로동17길 17(매천동, 경로당) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_만촌3동행정복지센터,"대구 수성구 교학로2길 45(만촌동, 만촌3동 행정복지센터)",01,AC완속(싱글),7
(RS)대구시_만촌2동행정복지센터,"대구 수성구 무열로 12(만촌동, 만촌2동 행정복지센터)",01,AC완속(싱글),7
(RS)대구시_두산오거리,대구광역시 수성구 두산동 954-13(두산동) 지상1층 도로변 주차장,03,AC완속(싱글),7
(RS)대구시_두산오거리,대구광역시 수성구 두산동 954-13(두산동) 지상1층 도로변 주차장,01,AC완속(싱글),7
(RS)대구시_두산오거리,대구광역시 수성구 두산동 954-13(두산동) 지상1층 도로변 주차장,04,AC완속(싱글),7
(RS)대구시_두산오거리,대구광역시 수성구 두산동 954-13(두산동) 지상1층 도로변 주차장,02,AC완속(싱글),7
(RS)대구시_두류공원1공영주차장,"대구 달서구 공원순환로 216(성당동, 공영주차장) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_두류공원1공영주차장,"대구 달서구 공원순환로 216(성당동, 공영주차장) 지상1층 주차장",03,AC완속(싱글),7
(RS)대구시_두류공원1공영주차장,"대구 달서구 공원순환로 216(성당동, 공영주차장) 지상1층 주차장",04,AC완속(싱글),7
(RS)대구시_두류공원1공영주차장,"대구 달서구 공원순환로 216(성당동, 공영주차장) 지상1층 주차장",02,AC완속(싱글),7
(RS)대구시_두류3동,"대구 달서구 야외음악당로39길 24(두류동, 두류3동행정복지센터) 지상1층 주차장",01,3Mode,100
(RS)대구시_두류 1.2동 행정복지센터,"대구 달서구 두류길 141-8(두류동, 행정복지센터) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_동촌유원지,"대구 동구 효동로6길 73(효목동, 동촌유원지) 지상1층 주차장",01,3Mode,50
(RS)대구시_동촌동 행정복지센터,"대구 동구 동촌로11길 5(입석동, 동촌동행정복지센터) 동촌동 행정복지센터",01,3Mode,50
(RS)대구시_동천동행정복지센터,"대구 북구 대천로 81(동천동, 동천동 행정복지센터) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_동인동 행정복지센터,"대구 중구 국채보상로142길 19-5(동인동4가, 동인동주민센터) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_동림플라자,대구 북구 한강로8길 20(금호동) 지하1층 주차장,01,3Mode,100
(RS)대구시_동대구복합환승센터,"대구 동구 동부로 149(신천동, 신세계동대구복합환승센터) 지상2층 주차장",03,AC완속(싱글),7
(RS)대구시_동대구복합환승센터,"대구 동구 동부로 149(신천동, 신세계동대구복합환승센터) 지상2층 주차장",01,3Mode,50
(RS)대구시_동대구복합환승센터,"대구 동구 동부로 149(신천동, 신세계동대구복합환승센터) 지상2층 주차장",04,AC완속(싱글),7
(RS)대구시_동대구복합환승센터,"대구 동구 동부로 149(신천동, 신세계동대구복합환승센터) 지상2층 주차장",02,AC완속(싱글),7
(RS)대구시_동구청,"대구 동구 아양로 207(신암동, 동구청) 지상1층 주차장",01,3Mode,50
(RS)대구시_동구청,"대구 동구 아양로 207(신암동, 동구청) 지상1층 주차장",02,AC완속(싱글),7
(RS)대구시_도평동 공영주차장,"대구 동구 팔공로24길 171(도동, 도평동 주민센터) 도평동 공영주차장(도평동행정복지센터 뒤)",01,3Mode,50
(RS)대구시_도원동 행정복지센터,"대구 달서구 한실로 53(도원동, 도원동행정복지센터) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_도시관리본부,"대구 달서구 성서공단로 58(대천동, 시설안전관리사무소) 지상1층 주차장",03,AC완속(싱글),7
(RS)대구시_도시관리본부,"대구 달서구 성서공단로 58(대천동, 시설안전관리사무소) 지상1층 주차장",01,3Mode,50
(RS)대구시_도시관리본부,"대구 달서구 성서공단로 58(대천동, 시설안전관리사무소) 지상1층 주차장",04,AC완속(싱글),7
(RS)대구시_도시관리본부,"대구 달서구 성서공단로 58(대천동, 시설안전관리사무소) 지상1층 주차장",02,AC완속(싱글),7
(RS)대구시_도동 측백향커뮤니티센터,"대구 동구 도평로 245(도동, 측백향 커뮤니티센터) 지상1층 주차장",01,3Mode,100
(RS)대구시_대현동 행정복지센터,"대구 북구 대현남로5길 18(대현동, 대현동 행정복지센터) 대현동 행정복지센터",01,3Mode,50
(RS)대구시_대신동 행정복지센터,"대구 중구 달구벌대로389길 50(대신동, 대신동 주민센터) 지상1층 주차장",01,3Mode,50
(RS)대구시_대봉2동 주민센터,대구 중구 대봉로47길 31 대봉2동 주민센터,01,3Mode,50
(RS)대구시_대명9동 행정복지센터,"대구 남구 큰골길 53(대명동, 대명9동주민센터) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_대명5동 행정복지센터,"대구 남구 대명로58길 11(대명동, 대명5동주민센터) 지상1층 주차장",01,3Mode,50
(RS)대구시_대명4동 행정복지센터,"대구 남구 두류공원로20길 19(대명동, 대명4동 행정복지센터) 대명4동 행정복지센터",01,3Mode,50
(RS)대구시_대명3동 행정복지센터,"대구 남구 명덕로20길 115(대명동, 대명3동 행정복지센터) 대명3동 행정복지센터",01,3Mode,50
(RS)대구시_대명2동 행정복지센터,"대구 남구 명덕로32길 30(대명동, 대명2동 주민센터) 대명2동 행정복지센터",01,3Mode,50
(RS)대구시_대명11동 행정복지센터,대구 남구 관문시장4길 53 대명11동 행정복지센터,01,3Mode,50
(RS)대구시_대덕승마장,"대구 달서구 앞산순환로 206(송현동, 대덕승마장) 지상1층 주차장",01,3Mode,50
(RS)대구시_대구환경공단 안심관리소,"대구 동구 금호강변로 91(용계동, 환경시설공단 안심관리소) 지상1층 주차장",03,AC완속(싱글),7
(RS)대구시_대구환경공단 안심관리소,"대구 동구 금호강변로 91(용계동, 환경시설공단 안심관리소) 지상1층 주차장",02,AC완속(싱글),7
(RS)대구시_대구환경공단 안심관리소,"대구 동구 금호강변로 91(용계동, 환경시설공단 안심관리소) 지상1층 주차장",01,3Mode,50
(RS)대구시_대구테크노파크 신기술산업지원센터,"대구 달서구 성서공단로 46-17(대천동, 대구테크노파크 성서캠퍼스 T) 대구테크노파크 신기술산업지원센터",02,3Mode,50
(RS)대구시_대구테크노파크 동대구캠퍼스 2동,"대구 동구 동대구로 481(신천동, 대구테크노파크 동대구캠퍼스 2동) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_대구테크노파크 동대구캠퍼스 2동,"대구 동구 동대구로 481(신천동, 대구테크노파크 동대구캠퍼스 2동) 지상1층 주차장",02,AC완속(싱글),7
(RS)대구시_대구체육관,"대구 북구 대구체육관로 39(산격동, 대구체육관) 지상1층 주차장",01,3Mode,50
(RS)대구시_대구차량등록사업소 서부분소,"대구 달서구 성서로 400(이곡동, 차량등록사업소서부민원분소) 지상1층 주차장",01,3Mode,50
(RS)대구시_대구지식산업센터,"대구 북구 오봉로 164(침산동, 대구지식산업센터) 대구 지식산업센터",01,3Mode,50
(RS)대구시_대구의료원,"대구 서구 평리로 157(중리동, 대구의료원) 지상1층 주차장",01,3Mode,50
(RS)대구시_대구은행 제2본점영업부,"대구 북구 옥산로 111(칠성동2가, 대구은행 제2본점) 지상1층 주차장",01,3Mode,50
(RS)대구시_대구은행 월배지점,"대구 달서구 월배로 109(진천동, 대구은행) 대구은행 월배지점",01,3Mode,50
(RS)대구시_대구은행 신암동지점,"대구 동구 아양로 2(신암동, 대구은행) 대구은행 신암동지점",01,3Mode,50
(RS)대구시_대구은행 본점,대구 수성구 달구벌대로 2310 대구은행 본점 지상주차장,01,3Mode,50
(RS)대구시_대구은행 본리동지점,"대구 달서구 구마로 180(본동, 대구은행) 지상1층 주차장",01,3Mode,50
(RS)대구시_대구은행 3공단영업부지점,"대구 북구 노원동로 2(노원동2가, 대구은행)",01,3Mode,50
(RS)대구시_대구유통단지 전자관,"대구 북구 유통단지로 45(산격동, 유통단지전자관) 대구유통단지 전자관 화물하역장 주차장",01,3Mode,50
(RS)대구시_대구유통단지 전자관,"대구 북구 유통단지로 45(산격동, 유통단지전자관) 대구유통단지 전자관 화물하역장 주차장",03,AC완속(싱글),7
(RS)대구시_대구유통단지 전자관,"대구 북구 유통단지로 45(산격동, 유통단지전자관) 대구유통단지 전자관 화물하역장 주차장",02,AC완속(싱글),7
(RS)대구시_대구유통단지 전자관,"대구 북구 유통단지로 45(산격동, 유통단지전자관) 대구유통단지 전자관 화물하역장 주차장",05,AC완속(싱글),7
(RS)대구시_대구유통단지 전자관,"대구 북구 유통단지로 45(산격동, 유통단지전자관) 대구유통단지 전자관 화물하역장 주차장",04,AC완속(싱글),7
(RS)대구시_대구시청 지하1층,"대구 중구 공평로 88(동인동1가, 대구광역시 동인청사) 지하1층 주차장",01,3Mode,50
(RS)대구시_대구시청 지상1층,대구 중구 국채보상로131길 17(동인동2가) 지상1층 주차장,01,AC완속(싱글),7
(RS)대구시_대구시청 지상1층,대구 중구 국채보상로131길 17(동인동2가) 지상1층 주차장,02,3Mode,50
(RS)대구시_대구서구청소년수련관,"대구광역시 서구 이현동 48-8 (이현동, 청소년수련관) 지상1층 주차장",01,3Mode,100
(RS)대구시_대구상공회의소,"대구 동구 동대구로 457(신천동, 대구상공회의소빌딩) 지상1층 주차장",01,3Mode,50
(RS)대구시_대구부광교회,"대구 북구 칠곡중앙대로52길 38(태전동, 대구부광교회) 지상1층 주차장",01,3Mode,50
(RS)대구시_대구명복공원,"대구 수성구 달구벌대로541길 47(고모동, 대구시설공단 명복공원) 지상1층 주차장",01,3Mode,50
(RS)대구시_대구국제사격장,"대구 북구 문주길 170(금호동, 대구사격장) 지상1층 주차장",01,3Mode,50
(RS)대구시_대구국가산업단지2공영주차장,"대구 달성군 구지면 응암리 1266-19(응암리, 공영주차장) 지상1층 주차장",02,AC완속(싱글),7
(RS)대구시_대구국가산업단지2공영주차장,"대구 달성군 구지면 응암리 1266-19(응암리, 공영주차장) 지상1층 주차장",04,AC완속(싱글),7
(RS)대구시_대구국가산업단지2공영주차장,"대구 달성군 구지면 응암리 1266-19(응암리, 공영주차장) 지상1층 주차장",05,3Mode,50
(RS)대구시_대구국가산업단지2공영주차장,"대구 달성군 구지면 응암리 1266-19(응암리, 공영주차장) 지상1층 주차장",03,AC완속(싱글),7
(RS)대구시_대구국가산업단지2공영주차장,"대구 달성군 구지면 응암리 1266-19(응암리, 공영주차장) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_대구국가산업단지1공영주차장,"대구 달성군 구지면 응암리 1282-17(응암리, 공영주차장) 지상1층 주차장",05,3Mode,50
(RS)대구시_대구국가산업단지1공영주차장,"대구 달성군 구지면 응암리 1282-17(응암리, 공영주차장) 지상1층 주차장",04,AC완속(싱글),7
(RS)대구시_대구국가산업단지1공영주차장,"대구 달성군 구지면 응암리 1282-17(응암리, 공영주차장) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_대구국가산업단지1공영주차장,"대구 달성군 구지면 응암리 1282-17(응암리, 공영주차장) 지상1층 주차장",02,AC완속(싱글),7
(RS)대구시_대구국가산업단지1공영주차장,"대구 달성군 구지면 응암리 1282-17(응암리, 공영주차장) 지상1층 주차장",03,AC완속(싱글),7
(RS)대구시_대구과학관,"대구 달성군 유가읍 테크노대로6길 20(상리, 국립대구과학관) 지상1층 주차장",03,AC완속(싱글),7
(RS)대구시_대구과학관,"대구 달성군 유가읍 테크노대로6길 20(상리, 국립대구과학관) 지상1층 주차장",04,AC완속(싱글),7
(RS)대구시_대구과학관,"대구 달성군 유가읍 테크노대로6길 20(상리, 국립대구과학관) 지상1층 주차장",01,3Mode,50
(RS)대구시_대구과학관,"대구 달성군 유가읍 테크노대로6길 20(상리, 국립대구과학관) 지상1층 주차장",02,AC완속(싱글),7
(RS)대구시_대구공공시설관리공단서부사업소,"대구 달서구 달서대로 210(대천동, 대구공공시설관리공단) 지상1층 주차장",02,3Mode,50
(RS)대구시_대구공공시설관리공단서부사업소,"대구 달서구 달서대로 210(대천동, 대구공공시설관리공단) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_대구공공시설관리공단달서천사업소,"대구 서구 염색공단로 130(비산동, 대구공공시설관리공단) 지상1층 주차장",02,AC완속(싱글),7
(RS)대구시_대구공공시설관리공단달서천사업소,"대구 서구 염색공단로 130(비산동, 대구공공시설관리공단) 지상1층 주차장",01,3Mode,50
(RS)대구시_대구공공시설관리공단 상리사업소,"대구 서구 가르뱅이로10길 31(상리동, 대구공공시설관리공단) 지상1층 주차장",02,AC완속(싱글),7
(RS)대구시_대구공공시설관리공단 상리사업소,"대구 서구 가르뱅이로10길 31(상리동, 대구공공시설관리공단) 지상1층 주차장",04,AC완속(싱글),7
(RS)대구시_대구공공시설관리공단 상리사업소,"대구 서구 가르뱅이로10길 31(상리동, 대구공공시설관리공단) 지상1층 주차장",01,3Mode,50
(RS)대구시_대구공공시설관리공단 상리사업소,"대구 서구 가르뱅이로10길 31(상리동, 대구공공시설관리공단) 지상1층 주차장",03,AC완속(싱글),7
(RS)대구시_대구공공시설관리공단 동부사업소,"대구 수성구 무학로 112(두산동, 대구공공시설관리공단) 지상1층 주차장",01,3Mode,50
(RS)대구시_달성문화센터,"대구 달성군 다사읍 대실역북로2길 188(매곡리, 달성문화센터) 지상1층 주차장",01,3Mode,50
(RS)대구시_달성군청,"대구 달성군 논공읍 달성군청로 33(금포리, 달성군청) 지상1층 주차장",01,3Mode,50
(RS)대구시_달성군청,"대구 달성군 논공읍 달성군청로 33(금포리, 달성군청) 지상1층 주차장",02,AC완속(싱글),7
(RS)대구시_달성군농업기술센터,"대구 달성군 옥포읍 비슬로 2040(교항리, 달성군농업기술센터) 지상1층 주차장",01,3Mode,50
(RS)대구시_달서구청,"대구 달서구 학산로 45(월성동, 달서구청) 지상1층 주차장",01,3Mode,50
(RS)대구시_달비골복합문화센터,"대구 달서구 상인로 25(상인동, 달비골 복합문화센터) 지하1층 실내주차장",01,3Mode,100
(RS)대구시_다사체육공원,"대구 달성군 다사읍 다사로 441(이천리, 다사체육공원) 지상1층 주차장",01,3Mode,50
(RS)대구시_다사읍사무소,"대구 달성군 다사읍 매곡로 7(매곡리, 다사읍사무소) 지상1층 주차장",01,3Mode,50
(RS)대구시_다사읍 행정복지센터 서재출장소,"대구 달성군 다사읍 서재본길 25(서재리, 다사읍사무소 서재출장소) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_농수산물도매시장,"대구 북구 매천로18길 34(매천동, 농수산물도매시장, 관문동 행정복지센터) 지상1층 주차장",04,AC완속(싱글),7
(RS)대구시_농수산물도매시장,"대구 북구 매천로18길 34(매천동, 농수산물도매시장, 관문동 행정복지센터) 지상1층 주차장",02,AC완속(싱글),7
(RS)대구시_농수산물도매시장,"대구 북구 매천로18길 34(매천동, 농수산물도매시장, 관문동 행정복지센터) 지상1층 주차장",01,3Mode,50
(RS)대구시_농수산물도매시장,"대구 북구 매천로18길 34(매천동, 농수산물도매시장, 관문동 행정복지센터) 지상1층 주차장",03,AC완속(싱글),7
(RS)대구시_논공읍공단출장소,"대구 달성군 논공읍 논공중앙로33길 3(북리, 논공읍공단출장소) 지상1층 주차장",01,3Mode,50
(RS)대구시_논공읍 행정복지센터,"대구 달성군 논공읍 비슬로 1779(금포리, 논공읍사무소,금포119지역대) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_내당4동,"대구 서구 서대구로3길 46(내당동, 내당4동 주민센터)",01,3Mode,100
"(RS)대구시_내당2,3동 행정복지센터","대구 서구 큰장로15길 11-1(내당동, 내당2,3동주민센터) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_남산4동 행정복지센터,"대구 중구 남산로1길 42(남산동, 남산4동주민센터) 지하1층 주차장",01,AC완속(싱글),7
(RS)대구시_남산3동 행정복지센터,"대구 중구 남산로4길 70(남산동, 남산3동주민센터) 남산3동 행정복지센터",01,3Mode,50
(RS)대구시_남산2동 행정복지센터,대구 중구 명륜로 27-1 남산2동 행정복지센터,01,3Mode,50
(RS)대구시_남구청,"대구 남구 이천로 51(봉덕동, 남구청, 남구의회) 남구청",01,3Mode,50
(RS)대구시_남구청,"대구 남구 이천로 51(봉덕동, 남구청, 남구의회) 남구청",02,AC완속(싱글),7
(RS)대구시_국채보상운동기념공원주차장,"대구 중구 공평로10길 25(동인동2가, 국채보상운동기념도서관) 지하1층 주차장",01,AC완속(싱글),7
(RS)대구시_국채보상운동기념공원주차장,"대구 중구 공평로10길 25(동인동2가, 국채보상운동기념도서관) 지하1층 주차장",03,AC완속(싱글),7
(RS)대구시_국채보상운동기념공원주차장,"대구 중구 공평로10길 25(동인동2가, 국채보상운동기념도서관) 지하1층 주차장",02,AC완속(싱글),7
(RS)대구시_구지창리주차장,"대구광역시 달성군 구지면 창리 1356 (창리, 주차장) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_구암동 행정복지센터,"대구 북구 구암서로 32(구암동, 구암동 행정복지센터) 지상1층 주차장",01,3Mode,50
(RS)대구시_관음제1공영주차장,"대구 북구 관음중앙로 80(관음동, 관음공영주차장) 지상1층 주차장",01,3Mode,50
(RS)대구시_관음동행정복지센터,"대구 북구 관음동로 125(관음동, 관음동 행정복지센터) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_관문동행정복지센터,"대구 북구 한강로4길 1(사수동, 관문동 행정복지센터 금호분소) 지상1층 주차장",01,3Mode,100
(RS)대구시_공산동 행정복지센터,"대구 동구 팔공로91길 9(지묘동, 공산동주민센터) 지상1층 주차장",01,3Mode,100
(RS)대구시_고성동 행정복지센터,대구 북구 고성로31길 21 고성동 행정복지센터,01,3Mode,50
(RS)대구시_고산노인복지관,"대구 수성구 욱수천로 99(신매동, 고산권보건복지센터) 지상1층 주차장",01,3Mode,50
(RS)대구시_고산3동행정복지센터,"대구 수성구 고산로 152(매호동, 고산3동 행정복지센터) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_고산2동 행정복지센터,"대구 수성구 달구벌대로 3091(시지동, 고산2동 행정복지센터) 지상1층 주차장",01,3Mode,50
(RS)대구시_고산1동행정복지센터,"대구 수성구 달구벌대로 3260-2(신매동, 고산1동 행정복지센터) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_검단동행정복지센터,"대구 북구 검단로41길 12(검단동, 검단동 행정복지센터) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_갓바위공영5주차장,대구광역시 동구 갓바위로 243 (진인동) 지상1층 주차장,01,3Mode,50
(RS)대구시_갓바위공영3주차장,"대구광역시 동구 진인동 123-30(진인동, 공영주차장) 지상1층 주차장",02,AC완속(싱글),7
(RS)대구시_갓바위공영3주차장,"대구광역시 동구 진인동 123-30(진인동, 공영주차장) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_갓바위공영3주차장,"대구광역시 동구 진인동 123-30(진인동, 공영주차장) 지상1층 주차장",03,AC완속(싱글),7
(RS)대구시_가창면행정복지센터,"대구 달성군 가창면 가창로 1100(용계리, 가창면사무소) 지상1층 주차장",01,AC완속(싱글),7
(RS)대구시_KS택시주식회사,대구 수성구 희망로 226 KS택시주식회사,01,3Mode,50
(RS)대구시_DGB대구은행 파동지점,"대구 수성구 수성로 5(상동, 대구은행) 지상1층 주차장",01,3Mode,50
(RS)대구시_DGB대구은행 시지지점,"대구 수성구 달구벌대로 3196(신매동, 대구은행 시지지점) 지상1층 주차장",01,3Mode,50
