충전소명,주소,ID,충전기 형태,충전기 용량,X,Y
(RS)대구시_동천동행정복지센터,"대구 북구 대천로 81(동천동, 동천동 행정복지센터) 지상1층 주차장",1,AC완속(싱글),7,128.558181326,35.937327172
(RS)대구시_동인동 행정복지센터,"대구 중구 국채보상로142길 19-5(동인동4가, 동인동주민센터) 지상1층 주차장",1,AC완속(싱글),7,128.609128257,35.867905931
(RS)대구시_동림플라자,대구 북구 한강로8길 20(금호동) 지하1층 주차장,1,3Mode,100,128.517549452,35.895484866
(RS)대구시_동대구복합환승센터,"대구 동구 동부로 149(신천동, 신세계동대구복합환승센터) 지상2층 주차장",3,AC완속(싱글),7,128.629281664,35.877861466
(RS)대구시_동대구복합환승센터,"대구 동구 동부로 149(신천동, 신세계동대구복합환승센터) 지상2층 주차장",1,3Mode,50,128.629281664,35.877861466
(RS)대구시_동대구복합환승센터,"대구 동구 동부로 149(신천동, 신세계동대구복합환승센터) 지상2층 주차장",4,AC완속(싱글),7,128.629281664,35.877861466
(RS)대구시_동대구복합환승센터,"대구 동구 동부로 149(신천동, 신세계동대구복합환승센터) 지상2층 주차장",2,AC완속(싱글),7,128.629281664,35.877861466
(RS)대구시_동구청,"대구 동구 아양로 207(신암동, 동구청) 지상1층 주차장",1,3Mode,50,128.635233946,35.886481455
(RS)대구시_동구청,"대구 동구 아양로 207(신암동, 동구청) 지상1층 주차장",2,AC완속(싱글),7,128.635233946,35.886481455
(RS)대구시_도평동 공영주차장,"대구 동구 팔공로24길 171(도동, 도평동 주민센터) 도평동 공영주차장(도평동행정복지센터 뒤)",1,3Mode,50,128.650131088,35.909979323
(RS)대구시_도원동 행정복지센터,"대구 달서구 한실로 53(도원동, 도원동행정복지센터) 지상1층 주차장",1,AC완속(싱글),7,128.532188596,35.807483110
(RS)대구시_도시관리본부,"대구 달서구 성서공단로 58(대천동, 시설안전관리사무소) 지상1층 주차장",3,AC완속(싱글),7,128.489806864,35.833154750
(RS)대구시_도시관리본부,"대구 달서구 성서공단로 58(대천동, 시설안전관리사무소) 지상1층 주차장",1,3Mode,50,128.489806864,35.833154750
(RS)대구시_도시관리본부,"대구 달서구 성서공단로 58(대천동, 시설안전관리사무소) 지상1층 주차장",4,AC완속(싱글),7,128.489806864,35.833154750
(RS)대구시_도시관리본부,"대구 달서구 성서공단로 58(대천동, 시설안전관리사무소) 지상1층 주차장",2,AC완속(싱글),7,128.489806864,35.833154750
(RS)대구시_도동 측백향커뮤니티센터,"대구 동구 도평로 245(도동, 측백향 커뮤니티센터) 지상1층 주차장",1,3Mode,100,128.662252006,35.919095937
(RS)대구시_대현동 행정복지센터,"대구 북구 대현남로5길 18(대현동, 대현동 행정복지센터) 대현동 행정복지센터",1,3Mode,50,128.605883585,35.882508870
(RS)대구시_대신동 행정복지센터,"대구 중구 달구벌대로389길 50(대신동, 대신동 주민센터) 지상1층 주차장",1,3Mode,50,128.576337712,35.865552029
(RS)대구시_대봉2동 주민센터,대구 중구 대봉로47길 31 대봉2동 주민센터,1,3Mode,50,128.599365992,35.858759415
(RS)대구시_대명9동 행정복지센터,"대구 남구 큰골길 53(대명동, 대명9동주민센터) 지상1층 주차장",1,AC완속(싱글),7,128.579190266,35.837251908
(RS)대구시_대명5동 행정복지센터,"대구 남구 대명로58길 11(대명동, 대명5동주민센터) 지상1층 주차장",1,3Mode,50,128.587818551,35.843222043
(RS)대구시_대명4동 행정복지센터,"대구 남구 두류공원로20길 19(대명동, 대명4동 행정복지센터) 대명4동 행정복지센터",1,3Mode,50,128.569508010,35.845977424
(RS)대구시_대명3동 행정복지센터,"대구 남구 명덕로20길 115(대명동, 대명3동 행정복지센터) 대명3동 행정복지센터",1,3Mode,50,128.579069520,35.852290958
(RS)대구시_대명2동 행정복지센터,"대구 남구 명덕로32길 30(대명동, 대명2동 주민센터) 대명2동 행정복지센터",1,3Mode,50,128.586686398,35.855307373
(RS)대구시_대명11동 행정복지센터,대구 남구 관문시장4길 53 대명11동 행정복지센터,1,3Mode,50,128.560630716,35.836252327
(RS)대구시_대덕승마장,"대구 달서구 앞산순환로 206(송현동, 대덕승마장) 지상1층 주차장",1,3Mode,50,128.554875778,35.821907777
(RS)대구시_대구환경공단 안심관리소,"대구 동구 금호강변로 91(용계동, 환경시설공단 안심관리소) 지상1층 주차장",3,AC완속(싱글),7,128.680910352,35.867864742
(RS)대구시_대구환경공단 안심관리소,"대구 동구 금호강변로 91(용계동, 환경시설공단 안심관리소) 지상1층 주차장",2,AC완속(싱글),7,128.680910352,35.867864742
(RS)대구시_대구환경공단 안심관리소,"대구 동구 금호강변로 91(용계동, 환경시설공단 안심관리소) 지상1층 주차장",1,3Mode,50,128.680910352,35.867864742
(RS)대구시_대구테크노파크 신기술산업지원센터,"대구 달서구 성서공단로 46-17(대천동, 대구테크노파크 성서캠퍼스 T) 대구테크노파크 신기술산업지원센터",2,3Mode,50,128.488294238,35.832857788
(RS)대구시_대구테크노파크 동대구캠퍼스 2동,"대구 동구 동대구로 481(신천동, 대구테크노파크 동대구캠퍼스 2동) 지상1층 주차장",1,AC완속(싱글),7,128.624751473,35.873147354
(RS)대구시_대구테크노파크 동대구캠퍼스 2동,"대구 동구 동대구로 481(신천동, 대구테크노파크 동대구캠퍼스 2동) 지상1층 주차장",2,AC완속(싱글),7,128.624751473,35.873147354
(RS)대구시_대구체육관,"대구 북구 대구체육관로 39(산격동, 대구체육관) 지상1층 주차장",1,3Mode,50,128.603836885,35.892859174
(RS)대구시_대구차량등록사업소 서부분소,"대구 달서구 성서로 400(이곡동, 차량등록사업소서부민원분소) 지상1층 주차장",1,3Mode,50,128.507862410,35.853327365
(RS)대구시_대구지식산업센터,"대구 북구 오봉로 164(침산동, 대구지식산업센터) 대구 지식산업센터",1,3Mode,50,128.579423275,35.902385002
(RS)대구시_대구의료원,"대구 서구 평리로 157(중리동, 대구의료원) 지상1층 주차장",1,3Mode,50,128.540660972,35.859705739
(RS)대구시_대구은행 제2본점영업부,"대구 북구 옥산로 111(칠성동2가, 대구은행 제2본점) 지상1층 주차장",1,3Mode,50,128.588284217,35.884473946
(RS)대구시_대구은행 월배지점,"대구 달서구 월배로 109(진천동, 대구은행) 대구은행 월배지점",1,3Mode,50,128.526251137,35.814787191
(RS)대구시_대구은행 신암동지점,"대구 동구 아양로 2(신암동, 대구은행) 대구은행 신암동지점",1,3Mode,50,128.614623243,35.880995276
(RS)대구시_대구은행 본점,대구 수성구 달구벌대로 2310 대구은행 본점 지상주차장,1,3Mode,50,128.614969207,35.859309270
(RS)대구시_대구은행 본리동지점,"대구 달서구 구마로 180(본동, 대구은행) 지상1층 주차장",1,3Mode,50,128.547409792,35.836916347
(RS)대구시_대구은행 3공단영업부지점,"대구 북구 노원동로 2(노원동2가, 대구은행)",1,3Mode,50,128.571529188,35.894408167
(RS)대구시_대구유통단지 전자관,"대구 북구 유통단지로 45(산격동, 유통단지전자관) 대구유통단지 전자관 화물하역장 주차장",1,3Mode,50,128.607022683,35.907190646
(RS)대구시_대구유통단지 전자관,"대구 북구 유통단지로 45(산격동, 유통단지전자관) 대구유통단지 전자관 화물하역장 주차장",3,AC완속(싱글),7,128.607022683,35.907190646
(RS)대구시_대구유통단지 전자관,"대구 북구 유통단지로 45(산격동, 유통단지전자관) 대구유통단지 전자관 화물하역장 주차장",5,AC완속(싱글),7,128.607022683,35.907190646
(RS)대구시_대구유통단지 전자관,"대구 북구 유통단지로 45(산격동, 유통단지전자관) 대구유통단지 전자관 화물하역장 주차장",4,AC완속(싱글),7,128.607022683,35.907190646
(RS)대구시_대구시청 지하1층,"대구 중구 공평로 88(동인동1가, 대구광역시 동인청사) 지하1층 주차장",1,3Mode,50,128.601266169,35.871565392
(RS)대구시_대구시청 지상1층,대구 중구 국채보상로131길 17(동인동2가) 지상1층 주차장,1,AC완속(싱글),7,128.601806465,35.870644386
(RS)대구시_대구시청 지상1층,대구 중구 국채보상로131길 17(동인동2가) 지상1층 주차장,2,3Mode,50,128.601806465,35.870644386
(RS)대구시_대구상공회의소,"대구 동구 동대구로 457(신천동, 대구상공회의소빌딩) 지상1층 주차장",1,3Mode,50,128.624941733,35.871085385
(RS)대구시_대구부광교회,"대구 북구 칠곡중앙대로52길 38(태전동, 대구부광교회) 지상1층 주차장",1,3Mode,50,128.549561914,35.921890834
(RS)대구시_대구명복공원,"대구 수성구 달구벌대로541길 47(고모동, 대구시설공단 명복공원) 지상1층 주차장",1,3Mode,50,128.659221049,35.857795437
(RS)대구시_대구국제사격장,"대구 북구 문주길 170(금호동, 대구사격장) 지상1층 주차장",1,3Mode,50,128.524267837,35.911342098
(RS)대구시_대구과학관,"대구 달성군 유가읍 테크노대로6길 20(상리, 국립대구과학관) 지상1층 주차장",3,AC완속(싱글),7,128.465964772,35.688387053
(RS)대구시_대구과학관,"대구 달성군 유가읍 테크노대로6길 20(상리, 국립대구과학관) 지상1층 주차장",4,AC완속(싱글),7,128.465964772,35.688387053
(RS)대구시_대구과학관,"대구 달성군 유가읍 테크노대로6길 20(상리, 국립대구과학관) 지상1층 주차장",1,3Mode,50,128.465964772,35.688387053
(RS)대구시_대구과학관,"대구 달성군 유가읍 테크노대로6길 20(상리, 국립대구과학관) 지상1층 주차장",2,AC완속(싱글),7,128.465964772,35.688387053
(RS)대구시_대구공공시설관리공단 동부사업소,"대구 수성구 무학로 112(두산동, 대구공공시설관리공단) 지상1층 주차장",1,3Mode,50,128.620592137,35.829368529
(RS)대구시_달성문화센터,"대구 달성군 다사읍 대실역북로2길 188(매곡리, 달성문화센터) 지상1층 주차장",1,3Mode,50,128.460819634,35.865418015
(RS)대구시_달성군청,"대구 달성군 논공읍 달성군청로 33(금포리, 달성군청) 지상1층 주차장",1,3Mode,50,128.431457973,35.774644734
(RS)대구시_달성군청,"대구 달성군 논공읍 달성군청로 33(금포리, 달성군청) 지상1층 주차장",2,AC완속(싱글),7,128.431457973,35.774644734
(RS)대구시_달성군농업기술센터,"대구 달성군 옥포읍 비슬로 2040(교항리, 달성군농업기술센터) 지상1층 주차장",1,3Mode,50,128.446764343,35.782646338
(RS)대구시_달서구청,"대구 달서구 학산로 45(월성동, 달서구청) 지상1층 주차장",1,3Mode,50,128.532844723,35.829932933
(RS)대구시_달비골복합문화센터,"대구 달서구 상인로 25(상인동, 달비골 복합문화센터) 지하1층 실내주차장",1,3Mode,100,128.550153503,35.810045216
(RS)대구시_다사체육공원,"대구 달성군 다사읍 다사로 441(이천리, 다사체육공원) 지상1층 주차장",1,3Mode,50,128.477940024,35.890104358
(RS)대구시_다사읍사무소,"대구 달성군 다사읍 매곡로 7(매곡리, 다사읍사무소) 지상1층 주차장",1,3Mode,50,128.453982173,35.861843987
(RS)대구시_다사읍 행정복지센터 서재출장소,"대구 달성군 다사읍 서재본길 25(서재리, 다사읍사무소 서재출장소) 지상1층 주차장",1,AC완속(싱글),7,128.494261361,35.872226860
(RS)대구시_농수산물도매시장,"대구 북구 매천로18길 34(매천동, 농수산물도매시장, 관문동 행정복지센터) 지상1층 주차장",4,AC완속(싱글),7,128.543220642,35.903437624
(RS)대구시_농수산물도매시장,"대구 북구 매천로18길 34(매천동, 농수산물도매시장, 관문동 행정복지센터) 지상1층 주차장",2,AC완속(싱글),7,128.543220642,35.903437624
(RS)대구시_농수산물도매시장,"대구 북구 매천로18길 34(매천동, 농수산물도매시장, 관문동 행정복지센터) 지상1층 주차장",1,3Mode,50,128.543220642,35.903437624
(RS)대구시_농수산물도매시장,"대구 북구 매천로18길 34(매천동, 농수산물도매시장, 관문동 행정복지센터) 지상1층 주차장",3,AC완속(싱글),7,128.543220642,35.903437624
(RS)대구시_논공읍공단출장소,"대구 달성군 논공읍 논공중앙로33길 3(북리, 논공읍공단출장소) 지상1층 주차장",1,3Mode,50,128.452793126,35.730047527
(RS)대구시_논공읍 행정복지센터,"대구 달성군 논공읍 비슬로 1779(금포리, 논공읍사무소,금포119지역대) 지상1층 주차장",1,AC완속(싱글),7,128.420333222,35.774272419
(RS)대구시_내당4동,"대구 서구 서대구로3길 46(내당동, 내당4동 주민센터)",1,3Mode,100,128.551840498,35.859017772
"(RS)대구시_내당2,3동 행정복지센터","대구 서구 큰장로15길 11-1(내당동, 내당2,3동주민센터) 지상1층 주차장",1,AC완속(싱글),7,128.574539586,35.867261477
(RS)대구시_남산4동 행정복지센터,"대구 중구 남산로1길 42(남산동, 남산4동주민센터) 지하1층 주차장",1,AC완속(싱글),7,128.580572767,35.858224028
(RS)대구시_남산3동 행정복지센터,"대구 중구 남산로4길 70(남산동, 남산3동주민센터) 남산3동 행정복지센터",1,3Mode,50,128.585558408,35.859910449
(RS)대구시_남산2동 행정복지센터,대구 중구 명륜로 27-1 남산2동 행정복지센터,1,3Mode,50,128.589570825,35.864089918
(RS)대구시_남구청,"대구 남구 이천로 51(봉덕동, 남구청, 남구의회) 남구청",1,3Mode,50,128.597259854,35.845783001
(RS)대구시_남구청,"대구 남구 이천로 51(봉덕동, 남구청, 남구의회) 남구청",2,AC완속(싱글),7,128.597259854,35.845783001
(RS)대구시_국채보상운동기념공원주차장,"대구 중구 공평로10길 25(동인동2가, 국채보상운동기념도서관) 지하1층 주차장",1,AC완속(싱글),7,128.601712600,35.868453239
(RS)대구시_국채보상운동기념공원주차장,"대구 중구 공평로10길 25(동인동2가, 국채보상운동기념도서관) 지하1층 주차장",3,AC완속(싱글),7,128.601712600,35.868453239
(RS)대구시_국채보상운동기념공원주차장,"대구 중구 공평로10길 25(동인동2가, 국채보상운동기념도서관) 지하1층 주차장",2,AC완속(싱글),7,128.601712600,35.868453239
(RS)대구시_구암동 행정복지센터,"대구 북구 구암서로 32(구암동, 구암동 행정복지센터) 지상1층 주차장",1,3Mode,50,128.566040626,35.938933647
(RS)대구시_관음제1공영주차장,"대구 북구 관음중앙로 80(관음동, 관음공영주차장) 지상1층 주차장",1,3Mode,50,128.544691929,35.941047569
(RS)대구시_관음동행정복지센터,"대구 북구 관음동로 125(관음동, 관음동 행정복지센터) 지상1층 주차장",1,AC완속(싱글),7,128.547326324,35.944227982
(RS)대구시_관문동행정복지센터,"대구 북구 한강로4길 1(사수동, 관문동 행정복지센터 금호분소) 지상1층 주차장",1,3Mode,100,128.514528929,35.896781315
(RS)대구시_공산동 행정복지센터,"대구 동구 팔공로91길 9(지묘동, 공산동주민센터) 지상1층 주차장",1,3Mode,100,128.644207227,35.940233258
(RS)대구시_고성동 행정복지센터,대구 북구 고성로31길 21 고성동 행정복지센터,1,3Mode,50,128.583610225,35.881916691
(RS)대구시_고산노인복지관,"대구 수성구 욱수천로 99(신매동, 고산권보건복지센터) 지상1층 주차장",1,3Mode,50,128.712693646,35.836730956
(RS)대구시_고산3동행정복지센터,"대구 수성구 고산로 152(매호동, 고산3동 행정복지센터) 지상1층 주차장",1,AC완속(싱글),7,128.706576383,35.844136113
(RS)대구시_고산2동 행정복지센터,"대구 수성구 달구벌대로 3091(시지동, 고산2동 행정복지센터) 지상1층 주차장",1,3Mode,50,128.695183637,35.843474611
(RS)대구시_고산1동행정복지센터,"대구 수성구 달구벌대로 3260-2(신매동, 고산1동 행정복지센터) 지상1층 주차장",1,AC완속(싱글),7,128.712400132,35.837083419
(RS)대구시_검단동행정복지센터,"대구 북구 검단로41길 12(검단동, 검단동 행정복지센터) 지상1층 주차장",1,AC완속(싱글),7,128.627227480,35.913464805
(RS)대구시_갓바위공영5주차장,대구광역시 동구 갓바위로 243 (진인동) 지상1층 주차장,1,3Mode,50,128.727092235,35.970386186
(RS)대구시_가창면행정복지센터,"대구 달성군 가창면 가창로 1100(용계리, 가창면사무소) 지상1층 주차장",1,AC완속(싱글),7,128.622831812,35.802713642
(RS)대구시_KS택시주식회사,대구 수성구 희망로 226 KS택시주식회사,1,3Mode,50,128.623416747,35.846120315
(RS)대구시_DGB대구은행 파동지점,"대구 수성구 수성로 5(상동, 대구은행) 지상1층 주차장",1,3Mode,50,128.609862590,35.825956308
(RS)대구시_DGB대구은행 시지지점,"대구 수성구 달구벌대로 3196(신매동, 대구은행 시지지점) 지상1층 주차장",1,3Mode,50,128.706164861,35.840134259
(RS)대구시_하빈무등리공영주차장,"대구 달성군 하빈면 무등리 530-1 (무등리, 공영주차장) 지상1층 주차장",1,AC완속(싱글),7,128.4643754,35.9189903
(RS)대구시_펙스코 패션디자인개발지원센터,"대구 북구 유통단지로14길 17(산격동, 펙스코) 지상1층 주차장",1,3Mode,50,128.6119388,35.9060323
(RS)대구시_파동교네거리주차장,"대구광역시 수성구 파동 274(파동, 공영주차장) 지상1층 주차장",1,3Mode,50,128.6221417,35.8114593
(RS)대구시_월광수변공원주차장,"대구광역시 달서구 도원동 928(도원동, 월광수변공원) 지상1층 주차장",1,3Mode,50,128.5489418,35.7988963
(RS)대구시_옻골동산,"대구 북구 구암동 산 3-1(구암동, 옻골동산) 지상1층 주차장",1,3Mode,100,128.5771522,35.9433469
(RS)대구시_올브랜서편공영주차장,"대구광역시 북구 산격동 1671(산격동, 공영주차장) 지상1층 주차장",1,AC완속(싱글),7,128.6119869,35.9054816
(RS)대구시_올브랜서편공영주차장,"대구광역시 북구 산격동 1671(산격동, 공영주차장) 지상1층 주차장",3,AC완속(싱글),7,128.6119869,35.9054816
(RS)대구시_올브랜서편공영주차장,"대구광역시 북구 산격동 1671(산격동, 공영주차장) 지상1층 주차장",2,AC완속(싱글),7,128.6119869,35.9054816
(RS)대구시_염색공단제3공영주차장,"대구 서구 비산동 2037-37(비산동, 대구염색공단제3공영주차장) 지상1층 주차장",1,DC콤보(듀얼),100,128.5509245,35.8834012
(RS)대구시_염색공단제1공영주차장,"대구 서구 염색공단천로19길 24(비산동, 대구염색공단제1공영주차장) 지상1층 주차장",1,DC콤보(듀얼),100,128.5468036,35.8819584
(RS)대구시_연경체육공원,"대구광역시 북구 연경동 1094 (연경동, 연경체육공원) 지상1층 주차장",1,3Mode,100,128.6252731,35.9434231
(RS)대구시_앞산공원 공영주차장,"대구광역시 남구 봉덕동 1566-1(봉덕동, 공영주차장) 지상1층 주차장",1,3Mode,100,128.5887234,35.8317089
(RS)대구시_신매3공영주차장,"대구광역시 수성구 신매동 566-4(신매동, 공영주차장) 지상1층 주차장",1,AC완속(싱글),7,128.7039417,35.839108
(RS)대구시_수성의료지구,대구 수성구 대흥동 911 전기차충전소(알파시티3로 대구스타디움 방면으로 300M 진입),1,3Mode,50,128.6952482,35.8332048
(RS)대구시_수성의료지구,대구 수성구 대흥동 911 전기차충전소(알파시티3로 대구스타디움 방면으로 300M 진입),2,3Mode,50,128.6952482,35.8332048
(RS)대구시_수성의료지구,대구 수성구 대흥동 911 전기차충전소(알파시티3로 대구스타디움 방면으로 300M 진입),4,3Mode,50,128.6952482,35.8332048
(RS)대구시_수성의료지구,대구 수성구 대흥동 911 전기차충전소(알파시티3로 대구스타디움 방면으로 300M 진입),5,AC완속(싱글),7,128.6952482,35.8332048
(RS)대구시_송현1동2공영주차장,"대구광역시 달서구 송현동 1971-2(송현동, 공영주차장) 지상1층 주차장",1,AC완속(싱글),7,128.553857,35.825538
(RS)대구시_성서산업단지 공영주차장,대구 달서구 신당동 348-4(신당동) 지상1층 성서산업단지공영주차장,1,DC콤보(듀얼),100,128.4971607,35.8469681
(RS)대구시_성서2공영주차장,대구 달서구 장기동 180-64번지(장기동) 지상1층 실내주차장,1,3Mode,50,128.5154233,35.8470414
(RS)대구시_성서2공영주차장,대구 달서구 장기동 180-64번지(장기동) 지상1층 실내주차장,2,3Mode,50,128.5154233,35.8470414
(RS)대구시_성서2공영주차장,대구 달서구 장기동 180-64번지(장기동) 지상1층 실내주차장,3,AC완속(싱글),7,128.5154233,35.8470414
(RS)대구시_성서2공영주차장,대구 달서구 장기동 180-64번지(장기동) 지상1층 실내주차장,4,AC완속(싱글),7,128.5154233,35.8470414
(RS)대구시_서부법원 노상주차장,"대구광역시 달서구 용산동 230-5(용산동, 노상주차장) 지상1층 주차장",4,AC완속(싱글),7,128.5285907,35.8518224
(RS)대구시_서부법원 노상주차장,"대구광역시 달서구 용산동 230-5(용산동, 노상주차장) 지상1층 주차장",1,AC완속(싱글),7,128.5285907,35.8518224
(RS)대구시_서부법원 노상주차장,"대구광역시 달서구 용산동 230-5(용산동, 노상주차장) 지상1층 주차장",2,AC완속(싱글),7,128.5285907,35.8518224
(RS)대구시_서부법원 노상주차장,"대구광역시 달서구 용산동 230-5(용산동, 노상주차장) 지상1층 주차장",3,AC완속(싱글),7,128.5285907,35.8518224
(RS)대구시_상리공원,"대구 서구 중리동 1177(중리동, 상리공원) 지상1층 양궁장쪽 주차장",1,3Mode,100,128.5339688,35.8630878
(RS)대구시_반야월공영주차장,"대구광역시 동구 신기동 174 (신기동, 공영주차장) 지상1층 주차장",1,3Mode,50,128.7021048,35.8725983
(RS)대구시_문양역공영주차장,"대구광역시 달성군 다사읍 문양리 470(문양리, 공영주차장) 지상1층 주차장",1,3Mode,50,128.4384711,35.8638719
(RS)대구시_매천역환승공영주차장,"대구광역시 북구 태전동 881-10(태전동, 매천역환승공영주차장) 지상1층 주차장",2,AC완속(싱글),7,128.5427605,35.913873
(RS)대구시_매천역환승공영주차장,"대구광역시 북구 태전동 881-10(태전동, 매천역환승공영주차장) 지상1층 주차장",1,AC완속(싱글),7,128.5427605,35.913873
(RS)대구시_두산오거리,대구광역시 수성구 두산동 954-13(두산동) 지상1층 도로변 주차장,3,AC완속(싱글),7,128.6245368,35.8283787
(RS)대구시_두산오거리,대구광역시 수성구 두산동 954-13(두산동) 지상1층 도로변 주차장,1,AC완속(싱글),7,128.6245368,35.8283787
(RS)대구시_두산오거리,대구광역시 수성구 두산동 954-13(두산동) 지상1층 도로변 주차장,4,AC완속(싱글),7,128.6245368,35.8283787
(RS)대구시_두산오거리,대구광역시 수성구 두산동 954-13(두산동) 지상1층 도로변 주차장,2,AC완속(싱글),7,128.6245368,35.8283787
(RS)대구시_대구유통단지 전자관,"대구 북구 유통단지로 45(산격동, 유통단지전자관) 대구유통단지 전자관 화물하역장 주차장",2,AC완속(싱글),7,128.6070281,35.9071846
(RS)대구시_대구서구청소년수련관,"대구광역시 서구 이현동 48-8 (이현동, 청소년수련관) 지상1층 주차장",1,3Mode,100,128.5457613,35.8735693
(RS)대구시_대구국가산업단지2공영주차장,"대구 달성군 구지면 응암리 1266-19(응암리, 공영주차장) 지상1층 주차장",2,AC완속(싱글),7,128.421983,35.6527836
(RS)대구시_대구국가산업단지2공영주차장,"대구 달성군 구지면 응암리 1266-19(응암리, 공영주차장) 지상1층 주차장",4,AC완속(싱글),7,128.421983,35.6527836
(RS)대구시_대구국가산업단지2공영주차장,"대구 달성군 구지면 응암리 1266-19(응암리, 공영주차장) 지상1층 주차장",5,3Mode,50,128.421983,35.6527836
(RS)대구시_대구국가산업단지2공영주차장,"대구 달성군 구지면 응암리 1266-19(응암리, 공영주차장) 지상1층 주차장",3,AC완속(싱글),7,128.421983,35.6527836
(RS)대구시_대구국가산업단지2공영주차장,"대구 달성군 구지면 응암리 1266-19(응암리, 공영주차장) 지상1층 주차장",1,AC완속(싱글),7,128.421983,35.6527836
(RS)대구시_대구국가산업단지1공영주차장,"대구 달성군 구지면 응암리 1282-17(응암리, 공영주차장) 지상1층 주차장",5,3Mode,50,128.4225498,35.6496589
(RS)대구시_대구국가산업단지1공영주차장,"대구 달성군 구지면 응암리 1282-17(응암리, 공영주차장) 지상1층 주차장",4,AC완속(싱글),7,128.4225498,35.6496589
(RS)대구시_대구국가산업단지1공영주차장,"대구 달성군 구지면 응암리 1282-17(응암리, 공영주차장) 지상1층 주차장",1,AC완속(싱글),7,128.4225498,35.6496589
(RS)대구시_대구국가산업단지1공영주차장,"대구 달성군 구지면 응암리 1282-17(응암리, 공영주차장) 지상1층 주차장",2,AC완속(싱글),7,128.4225498,35.6496589
(RS)대구시_대구국가산업단지1공영주차장,"대구 달성군 구지면 응암리 1282-17(응암리, 공영주차장) 지상1층 주차장",3,AC완속(싱글),7,128.4225498,35.6496589
(RS)대구시_대구공공시설관리공단서부사업소,"대구 달서구 달서대로 210(대천동, 대구공공시설관리공단) 지상1층 주차장",2,3Mode,50,128.4996855,35.8236786
(RS)대구시_대구공공시설관리공단서부사업소,"대구 달서구 달서대로 210(대천동, 대구공공시설관리공단) 지상1층 주차장",1,AC완속(싱글),7,128.4996855,35.8236786
(RS)대구시_대구공공시설관리공단달서천사업소,"대구 서구 염색공단로 130(비산동, 대구공공시설관리공단) 지상1층 주차장",2,AC완속(싱글),7,128.5610874,35.8389539
(RS)대구시_대구공공시설관리공단달서천사업소,"대구 서구 염색공단로 130(비산동, 대구공공시설관리공단) 지상1층 주차장",1,3Mode,50,128.5610874,35.8389539
(RS)대구시_대구공공시설관리공단 상리사업소,"대구 서구 가르뱅이로10길 31(상리동, 대구공공시설관리공단) 지상1층 주차장",2,AC완속(싱글),7,128.5318192,35.8839918
(RS)대구시_대구공공시설관리공단 상리사업소,"대구 서구 가르뱅이로10길 31(상리동, 대구공공시설관리공단) 지상1층 주차장",4,AC완속(싱글),7,128.5318192,35.8839918
(RS)대구시_대구공공시설관리공단 상리사업소,"대구 서구 가르뱅이로10길 31(상리동, 대구공공시설관리공단) 지상1층 주차장",1,3Mode,50,128.5318192,35.8839918
(RS)대구시_대구공공시설관리공단 상리사업소,"대구 서구 가르뱅이로10길 31(상리동, 대구공공시설관리공단) 지상1층 주차장",3,AC완속(싱글),7,128.5318192,35.8839918
(RS)대구시_구지창리주차장,"대구광역시 달성군 구지면 창리 1356 (창리, 주차장) 지상1층 주차장",1,AC완속(싱글),7,128.4041493,35.6590563
(RS)대구시_갓바위공영3주차장,"대구광역시 동구 진인동 123-30(진인동, 공영주차장) 지상1층 주차장",2,AC완속(싱글),7,128.7252038,35.9701305
(RS)대구시_갓바위공영3주차장,"대구광역시 동구 진인동 123-30(진인동, 공영주차장) 지상1층 주차장",1,AC완속(싱글),7,128.7252038,35.9701305
(RS)대구시_갓바위공영3주차장,"대구광역시 동구 진인동 123-30(진인동, 공영주차장) 지상1층 주차장",3,AC완속(싱글),7,128.7252038,35.9701305
